AccountID,Industry,Vertical,TotalBRR,AnnualRevenue,NumberOfEmployees,DandBRevenue,DandBTotalEmployees
Acct-002056,Professional Services,Commercial Systems Integrator,4901,0,0,87268,5
Acct-000077,,,4894,0,0,0,0
Acct-001082,Professional Services,Commercial Systems Integrator,4883,0,0,0,0
Acct-003343,Energy & Manufacturing,Manufacturing - Other,4872,83682564000,165540,88617108000,161400
Acct-000818,Telecommunications,Regional Carrier/ISP,4872,1567400,18,9170518,18
Acct-001445,Telecommunications,Regional Carrier/ISP,4843,774480,4,747287,4
Acct-002554,Energy & Manufacturing,Oil & Gas,4834,53141080,3947,53141080,3947
Acct-000145,Media & Content,Cable & Satellite,4833,0,0,0,0
Acct-001791,Research & Education,Higher Education,4831,0,0,0,0
Acct-003316,Finance,Finance - Other,4813,0,0,0,0
Acct-000313,Telecommunications,Reseller,4781,0,0,0,0
Acct-000997,Energy & Manufacturing,Oil & Gas,4747,0,0,0,0
Acct-000125,Other Industry,Retail,4736,0,0,0,0
Acct-001806,Media & Content,Internet Content & Software,4690,49295366,200,44365830,200
Acct-001396,Other Industry,Hospitality,4690,374794794,6300,295490419,6300
Acct-001723,Professional Services,Consulting / Other Professional Services,4679,1303241,12,1383000,12
Acct-001685,Research & Education,Higher Education,4673,0,0,0,0
Acct-000147,Telecommunications,Regional Carrier/ISP,4632,0,0,0,0
Acct-000220,Finance,Finance - Other,4605,224250102,200,224250102,200
Acct-001537,Professional Services,Consulting / Other Professional Services,4603,2766000,26,2766000,90
Acct-001430,Finance,Finance - Other,4592,5113608,38,4602248,38
Acct-003175,Telecommunications,Regional Carrier/ISP,4588,0,0,0,0
Acct-003591,Finance,Finance - Other,4588,273741800,3000,2496135172,3000
Acct-000921,Other Industry,Real Estate / Construction,4585,0,0,0,0
Acct-003115,Telecommunications,Regional Carrier/ISP,4537,165960,6,165960,6
Acct-001060,Media & Content,Media,4532,5178598,83,4660739,75
Acct-001787,Energy & Manufacturing,Manufacturing - Other,4532,0,0,0,0
Acct-000151,Telecommunications,Reseller,4532,12931865,45,12847031,45
Acct-003063,Healthcare,Healthcare - Other,4505,0,0,0,0
Acct-000765,Professional Services,Commercial Systems Integrator,4486,10476509521,51499,11134336086,51499
Acct-000150,Telecommunications,Wireless,4446,0,0,0,0
Acct-001349,Professional Services,Legal,4412,646573770,3100,782354262,3100
Acct-000429,Media & Content,Internet Content & Software,4398,19823000,123,29697140,123
Acct-001807,Professional Services,Consulting / Other Professional Services,4398,0,0,0,0
Acct-003226,Professional Services,Consulting / Other Professional Services,4384,71195374,750,71195374,750
Acct-000184,Telecommunications,National Carrier/ISP,4374,57512314263,156250,4.51E+11,195475
Acct-002309,IT Infrastructure,Colo/Hosting,4373,0,6,0,6
Acct-001898,Energy & Manufacturing,Utilities,4371,0,0,0,0
Acct-000477,Finance,Finance - Other,4371,0,0,0,0
Acct-001113,Media & Content,Gaming/eSports,4358,0,0,0,0
Acct-000366,Professional Services,Consulting / Other Professional Services,4358,811360,8,1244091,8
Acct-002312,Professional Services,Consulting / Other Professional Services,4337,0,0,0,0
Acct-001758,Professional Services,Consulting / Other Professional Services,4292,0,0,0,0
Acct-001760,IT Infrastructure,Cloud Service Provider,4287,1751800,18,2189697,18
Acct-001024,Media & Content,Internet Content & Software,4282,0,0,1721971,18
Acct-002686,IT Infrastructure,Colo/Hosting,4282,1129476,15,2028400,20
Acct-000133,Telecommunications,Wireless,4282,0,0,0,0
Acct-002515,Other Industry,Telecommunications Equipment Provider,4280,0,0,405987026,1300
Acct-002320,Healthcare,Healthcare,4272,61958400,1100,74486092,1100
Acct-002519,Finance,Finance - Other,4231,4521655,25,4069489,25
Acct-001492,Media & Content,Internet Content & Software,4221,0,0,0,0
Acct-002016,Professional Services,Consulting / Other Professional Services,4215,82058,1,82785,1
Acct-001891,Finance,Finance - Other,4180,52003371,148,52003371,148
Acct-000073,IT Infrastructure,Cloud Service Provider,4164,15934330,14,10813639,14
Acct-003467,Media & Content,AdTech,4151,61838588,400,72789218,400
Acct-001828,Media & Content,Internet Content & Software,4151,0,0,0,0
Acct-000227,Energy & Manufacturing,Manufacturing - Other,4150,0,0,0,0
Acct-001752,Healthcare,Healthcare - Other,4100,0,0,0,0
Acct-001944,Energy & Manufacturing,Oil & Gas,4081,32105315,90,23396112,90
Acct-001657,Finance,Finance - Other,4079,0,1200,251116131,720
Acct-002031,Professional Services,Legal,4055,193620,3,592430,3
Acct-000975,Energy & Manufacturing,Oil & Gas,4054,0,0,0,0
Acct-001929,Finance,Finance - Other,4028,0,0,0,0
Acct-002428,Healthcare,Healthcare - Other,4028,0,0,0,0
Acct-000799,Healthcare,Healthcare - Other,4027,0,0,0,0
Acct-002232,IT Infrastructure,Colo/Hosting,4025,0,0,0,0
Acct-001548,Professional Services,Consulting / Other Professional Services,4000,0,0,0,0
Acct-002117,Finance,Asset Management / Hedge Fund,3987,0,0,0,0
Acct-000753,Professional Services,Consulting / Other Professional Services,3987,8336400,47,6786410,47
Acct-000972,Healthcare,Healthcare - Other,3976,0,0,0,0
Acct-001226,Healthcare,Healthcare - Other,3976,0,0,0,0
Acct-001966,Professional Services,Consulting / Other Professional Services,3976,0,0,0,0
Acct-003562,IT Infrastructure,Cloud Service Provider,3970,17979000,135,31883748,260
Acct-000040,Telecommunications,Wireless,3968,0,0,0,0
Acct-000830,Telecommunications,Regional Carrier/ISP,3946,1751800,20,2806871,20
Acct-000876,Research & Education,Higher Education,3937,0,0,0,0
Acct-000965,Healthcare,Healthcare,3894,75863,8,75863,8
Acct-002315,Professional Services,Consulting / Other Professional Services,3880,0,0,0,0
Acct-001197,Professional Services,Consulting / Other Professional Services,3876,129080,2,0,0
Acct-002558,Healthcare,Health Insurance,3875,1106400,15,1435409,15
Acct-002259,IT Infrastructure,Colo/Hosting,3871,2120600,32,19131171,32
Acct-001732,Healthcare,Hospital/Clinic,3844,47483000,700,96944098,700
Acct-000249,IT Infrastructure,Colo/Hosting,3831,0,0,0,0
Acct-001123,IT Infrastructure,Colo/Hosting,3823,0,0,0,0
Acct-002306,IT Infrastructure,Colo/Hosting,3815,0,0,0,0
Acct-002268,Professional Services,Consulting / Other Professional Services,3809,3120970597,21000,4461478030,92000
Acct-000849,Telecommunications,Regional Carrier/ISP,3806,51632,1,51632,1
Acct-001766,Research & Education,Higher Education,3800,0,0,0,0
Acct-000290,Government,State/Local Government,3790,0,0,0,0
Acct-000382,Media & Content,AdTech,3784,0,0,0,0
Acct-001061,Professional Services,Consulting / Other Professional Services,3777,47924017,170,36894157,170
Acct-000351,Finance,Finance - Other,3775,0,0,0,0
Acct-002442,Telecommunications,Reseller,3774,687208090,4000,654498296,3900
Acct-001281,Media & Content,Media,3770,0,0,0,0
Acct-003195,,,3761,0,0,0,0
Acct-001056,Telecommunications,Regional Carrier/ISP,3751,7837000,65,9508807,65
Acct-002027,Energy,Oil & Gas,3748,0,0,0,0
Acct-000284,Professional Services,Commercial Systems Integrator,3743,625878,3,698601,4
Acct-003126,Media & Content,Internet Content & Software,3742,56795200,479,153463807,479
Acct-002834,Professional Services,Consulting / Other Professional Services,3741,0,0,0,0
Acct-003134,Finance,Finance - Other,3726,561024061,1000,39870371,6
Acct-001793,,,3723,0,0,0,0
Acct-001771,Professional Services,Consulting / Other Professional Services,3715,1567400,17,1567400,17
Acct-000893,IT Infrastructure,Colo/Hosting,3713,0,0,0,0
Acct-001109,Telecommunications,Reseller,3700,0,0,0,0
Acct-001778,,,3680,0,0,0,0
Acct-003301,Other Industry,Transportation,3676,608520,4,608520,4
Acct-000168,Media & Content,Internet Content & Software,3671,0,0,0,0
Acct-000548,Other Industry,Real Estate / Construction,3670,2673800,50,2402956,50
Acct-001257,Professional Services,Consulting / Other Professional Services,3668,0,0,0,0
Acct-000450,Professional Services,Consulting / Other Professional Services,3661,0,0,0,0
Acct-001848,Professional Services,Consulting / Other Professional Services,3657,0,0,0,0
Acct-002178,IT Infrastructure,Colo/Hosting,3654,0,0,0,0
Acct-000686,Telecommunications,National Carrier/ISP,3647,0,0,0,0
Acct-000768,Media & Content,Internet Content & Software,3640,0,0,0,0
Acct-000581,IT Infrastructure,Colo/Hosting,3632,0,0,0,0
Acct-000423,Professional Services,Consulting / Other Professional Services,3618,7283800,65,12158949,65
Acct-001455,Telecommunications,Regional Carrier/ISP,3612,0,0,0,0
Acct-002728,Professional Services,Commercial Systems Integrator,3600,0,0,0,0
Acct-001619,Telecommunications,PTT,3600,0,0,0,0
Acct-001995,Professional Services,Consulting / Other Professional Services,3588,0,0,0,0
Acct-000892,Healthcare,Healthcare,3586,0,0,0,0
Acct-000269,Telecommunications,Wireless,3570,248940,5,265835,5
Acct-002462,Other Industry,Retail,3568,691500000,5000,0,0
Acct-003150,Research & Education,K-12 Education,3568,0,0,0,0
Acct-002149,Professional Services,Engineering,3541,737600000,600,737600000,600
Acct-003096,Energy,Utilities,3525,0,0,0,0
Acct-000964,Government,State/Local Government,3510,0,0,0,0
Acct-000146,Professional Services,Consulting / Other Professional Services,3480,4556860971,12591,2771215437,12993
Acct-001841,Other Industry,Non-Healthcare Insurance,3466,0,0,0,0
Acct-001895,Other Industry,Non-Healthcare Insurance,3449,0,400,0,400
Acct-003530,IT Infrastructure,Cloud Service Provider,3433,0,0,0,0
Acct-002243,Professional Services,Consulting / Other Professional Services,3425,0,0,0,0
Acct-001795,Research & Education,Research,3406,0,0,0,0
Acct-001878,Healthcare,Healthcare - Other,3399,6451680,85,6556574,85
Acct-000568,Other Industry,Retail,3389,0,0,0,0
Acct-000545,Telecommunications,National Carrier/ISP,3389,1659600,25,1659600,25
Acct-003308,Finance,Finance - Other,3374,0,0,0,0
Acct-000339,Telecommunications,RLEC,3370,2028400,37,6784831,37
Acct-003079,Media & Content,Internet Content & Software,3364,0,0,0,0
Acct-002104,Professional Services,Consulting / Other Professional Services,3345,27730486,109,22461694,109
Acct-000134,Professional Services,Consulting / Other Professional Services,3335,2581600,25,4395345,25
Acct-001504,Other Industry,Retail,3331,0,0,523197,4
Acct-003232,Professional Services,Consulting / Other Professional Services,3323,0,0,0,0
Acct-000342,Media & Content,Internet Content & Software,3313,0,0,0,0
Acct-002440,Other Industry,Retail,3313,0,0,0,0
Acct-001286,,,3309,0,0,0,0
Acct-002281,IT Infrastructure,Cloud Service Provider,3303,0,0,0,0
Acct-001574,Professional Services,Consulting / Other Professional Services,3288,141877730,150,1047179018,150
Acct-003153,Media & Content,Internet Content & Software,3278,0,0,0,0
Acct-000261,IT Infrastructure,Colo/Hosting,3276,4610000,48,4610000,48
Acct-001552,Healthcare,Healthcare - Other,3273,24709600,530,70534659,530
Acct-001449,Energy & Manufacturing,Manufacturing - Other,3268,230500,1,50710000,650
Acct-001970,Finance,Asset Management / Hedge Fund,3259,0,0,0,0
Acct-001830,Finance,Asset Management / Hedge Fund,3256,50678244,98,47958074,98
Acct-001210,Media & Content,Internet Content & Software,3248,0,0,0,0
Acct-001609,Energy & Manufacturing,Manufacturing - Other,3230,1066898730,3500,2766000000,3500
Acct-000090,Telecommunications,PTT,3225,76526,1,76526,1
Acct-002575,Finance,Finance - Other,3222,0,0,0,0
Acct-002475,Healthcare,Healthcare - Other,3222,0,0,0,0
Acct-001087,Professional Services,Consulting / Other Professional Services,3218,0,0,0,0
Acct-000363,Other Industry,Non-Profit,3217,0,0,0,0
Acct-003099,Media/Content,Internet Content & Software,3207,0,0,0,0
Acct-001979,Healthcare,Healthcare - Other,3203,0,0,0,0
Acct-000940,,,3200,0,0,0,0
Acct-002082,Professional Services,Consulting / Other Professional Services,3171,0,0,0,0
Acct-001187,Research & Education,Higher Education,3160,0,0,0,0
Acct-000347,Telecommunications,Regional Carrier/ISP,3147,0,0,0,0
Acct-003171,Professional Services,Consulting / Other Professional Services,3140,30408957,350,32270000,350
Acct-001992,Finance,Asset Management / Hedge Fund,3140,0,0,0,0
Acct-000113,Media & Content,Internet Content & Software,3126,0,0,0,0
Acct-002674,Finance,Finance - Other,3122,37617600,380,129929107,380
Acct-000115,Telecommunications,VOIP/VSP,3122,0,0,0,0
Acct-001777,Other Industry,Real Estate / Construction,3117,0,0,13416795,49
Acct-000299,Telecommunications,Regional Carrier/ISP,3110,11524485,75,10372036,75
Acct-001981,IT Infrastructure,Cloud Service Provider,3102,0,0,0,0
Acct-003161,Telecommunications,Regional Carrier/ISP,3097,0,0,0,0
Acct-000248,Media & Content,Cable & Satellite,3084,0,0,0,0
Acct-002622,IT Infrastructure,Colo/Hosting,3069,0,0,0,0
Acct-001191,Professional Services,Consulting / Other Professional Services,3069,0,0,0,0
Acct-000534,Finance,Finance - Other,3059,0,0,0,0
Acct-001927,Telecommunications,Regional Carrier/ISP,3059,0,0,0,0
Acct-002339,IT Infrastructure,Cloud Service Provider,3035,1980285,14,2418541,17
Acct-001521,Telecommunications,Wireless,3023,202589,2,0,2
Acct-003218,Media & Content,Internet Content & Software,3021,0,0,0,0
Acct-002445,Professional Services,Consulting / Other Professional Services,3008,0,0,27148686,145
Acct-001849,Media & Content,Internet Content & Software,3006,0,0,0,0
Acct-001206,Research & Education,Higher Education,3006,0,0,0,0
Acct-000498,Other Industry,Non-Healthcare Insurance,3000,0,0,0,0
Acct-001295,Research & Education,K-12 Education,3000,690767,402,392828,402
Acct-000309,IT Infrastructure,Cloud Service Provider,2971,392460364,2500,574375574,3100
Acct-001544,Professional Services,Consulting / Other Professional Services,2969,0,0,0,0
Acct-003576,Energy & Manufacturing,Manufacturing - Other,2957,489376394,1982,489376394,1982
Acct-000793,Telecommunications,Regional Carrier/ISP,2957,944150,10,193631,10
Acct-002295,Media & Content,Internet Content & Software,2939,0,0,0,0
Acct-002091,Media & Content,Media,2921,894340,10,874762,10
Acct-000885,Media & Content,Media,2913,0,19,0,19
Acct-000986,Energy & Manufacturing,Manufacturing - Other,2910,0,0,0,0
Acct-000192,Telecommunications,National Carrier/ISP,2903,663840,10,663840,10
Acct-000537,Finance,Finance - Other,2897,0,0,0,0
Acct-002163,Healthcare,Healthcare - Other,2895,0,0,0,0
Acct-001169,Other Industry,Hospitality,2889,21116812,70,24096603,70
Acct-000467,Healthcare,Healthcare - Other,2883,156740,3,345276,3
Acct-001243,Research & Education,K-12 Education,2863,44204319,800,50682599,800
Acct-001910,Media & Content,Internet Content & Software,2855,0,0,0,0
Acct-000767,IT Infrastructure,Colo/Hosting,2833,922000,5,922000,5
Acct-000356,Media & Content,Media,2825,0,0,0,0
Acct-000924,Telecommunications,National Carrier/ISP,2824,0,0,0,0
Acct-001902,Media & Content,Internet Content & Software,2814,0,0,0,0
Acct-001935,Professional Services,Commercial Systems Integrator,2811,0,0,0,0
Acct-001262,Telecommunications,Regional Carrier/ISP,2805,0,0,0,0
Acct-002111,Media & Content,Internet Content & Software,2785,0,0,0,0
Acct-001853,Media & Content,Internet Content & Software,2781,0,0,0,0
Acct-002258,Healthcare,Healthcare - Other,2778,0,0,0,0
Acct-001620,Telecommunications,Regional Carrier/ISP,2778,0,0,0,0
Acct-001554,Other Industry,Transportation,2777,0,0,0,0
Acct-002174,Professional Services,Consulting / Other Professional Services,2751,0,0,0,0
Acct-001089,Media & Content,Cable & Satellite,2747,0,0,0,0
Acct-000655,IT Infrastructure,Cloud Service Provider,2737,0,0,0,0
Acct-002152,Media & Content,Internet Content & Software,2737,756040,10,764641,10
Acct-001846,Research & Education,Higher Education,2735,0,0,0,0
Acct-000193,Energy & Manufacturing,Manufacturing - Other,2725,0,0,0,0
Acct-001254,Energy & Manufacturing,Utilities,2700,0,0,0,0
Acct-000641,IT Infrastructure,Colo/Hosting,2699,820580,8,1376103,8
Acct-001344,Energy & Manufacturing,Manufacturing - Other,2686,0,0,0,0
Acct-002114,Other Industry,Real Estate / Construction,2684,0,0,0,0
Acct-000717,Finance,Finance - Other,2679,0,0,0,0
Acct-003117,Telecommunications,Regional Carrier/ISP,2677,2922699,20,2883567,20
Acct-002201,Telecommunications,Regional Carrier/ISP,2676,0,0,0,0
Acct-000232,Other Industry,Retail,2674,0,0,0,0
Acct-001227,Professional Services,Consulting / Other Professional Services,2671,0,0,0,0
Acct-001696,IT Infrastructure,Cloud Service Provider,2663,0,0,0,0
Acct-003165,Telecommunications,Wireless,2660,287721164,1351,289255372,1345
Acct-003379,Media & Content,Internet Content & Software,2656,6177400,59,7562321,59
Acct-002124,Professional Services,Consulting / Other Professional Services,2651,0,0,0,0
Acct-002476,Professional Services,Consulting / Other Professional Services,2650,331920,4,605458,4
Acct-001811,Professional Services,Commercial Systems Integrator,2636,0,0,0,0
Acct-003108,Professional Services,Consulting / Other Professional Services,2629,12262600,95,68587223,113
